Hotel Name,Price,Image,Address,Float Rating,Rating,Hotel URL
Hotel Babylon Inn,3230.0,https://img.yatra.com/content/yatra-seo/default/images/hotel-tiny.jpg?version=202304131032,"Jail Road, Raipur",4.1,4.1/5 Excellent (4627),https://www.yatra.com/hotels/hotels-in-raipur/hotel-babylon-inn
Hotel VW Canyon,2100.0,https://img.yatra.com/content/yatra-seo/default/images/hotel-tiny.jpg?version=202304131032,"Vip Road, Raipur",3.9,3.9/5 Very Good (4522),https://www.yatra.com/hotels/hotels-in-raipur/hotel-vw-canyon
Hotel Le Roi,1793.0,https://img.yatra.com/content/yatra-seo/default/images/hotel-tiny.jpg?version=202304131032,"Station Road, Raipur",4.1,4.1/5 Excellent (1391),https://www.yatra.com/hotels/hotels-in-raipur/hotel-le-roi
Hotel Mayura,2250.0,https://img.yatra.com/content/yatra-seo/default/images/hotel-tiny.jpg?version=202304131032,"G E Road, Raipur",4.0,4/5 Very Good (2270),https://www.yatra.com/hotels/hotels-in-raipur/hotel-mayura
Hotel Babylon International,7599.0,https://img.yatra.com/content/yatra-seo/default/images/hotel-tiny.jpg?version=202304131032,"V I P Road, Raipur",4.1,4.1/5 Excellent (1596),https://www.yatra.com/hotels/hotels-in-raipur/hotel-babylon-international
